,0
0,ICOSLG
1,DAPP1
2,UXS1
3,CTSF
4,MIA
5,GZMB
6,CD163
7,LAIR1
8,MZB1
9,NCF2
10,ADGRB3
11,PDP1
12,BOC
13,ALCAM
14,MSR1
15,SCAMP3
16,DECR1
17,ARHGAP25
18,VSIG4
19,LAYN
20,CCL13
21,C1QA
22,ACE2
23,KLRD1
24,RARRES2
25,TREML2
26,VEGFC
27,EGFL7
28,KRT18
29,S100P
30,ANPEP
31,FCER2
32,CXCL17
33,ANGPT1
34,TNFRSF21
35,GDF15
36,TFPI
37,GFRA1
38,TFPI2
39,SMAD5
40,SCARB2
41,DAG1
42,DPT
43,GFRA3
44,CCL16
45,ANGPTL3
46,NECTIN2
47,CDON
48,ADAM23
49,REG1A
50,TDRKH
51,CCL11
52,CCL28
