,0
0,CRHBP
1,EGFL7
2,DNMBP
3,RGMA
4,IGF2R
5,SERPINA12
6,RNASE3
7,HS6ST1
8,ANXA11
9,SEMA4D
10,BGN
11,CHRDL1
12,NCF2
13,BMP6
14,DCN
15,CHGB
16,ACTN4
17,MPO
18,TXNDC5
19,CCL15
20,KIR2DL3
21,DPT
22,MSR1
23,FGF5
24,FAM3B
25,ADAM22
26,CANT1
27,EPHB6
28,PAEP
29,DDX58
30,SLIT2
31,CDCP1
32,PLIN3
33,NELL2
34,GPNMB
35,IL17D
36,DBI
37,DSG2
38,ADAM23
